Competition ID,Competition,Sport,Opseg vremena,mean,percentile_20,percentile_40,percentile_60,percentile_80,percentile_90,percentile_95,percentile_99.9,start_hour,end_hour
1470,ATP Rio de Janeiro,Tenis,"(8, 12]",91692.42257062021,11303.091724916267,25519.97988845994,56975.61128473816,170514.83892902004,273521.7019091457,334340.9433461529,401592.6627095936,8,12
26,Srbija Kup,Fudbal,"(4, 8]",91544.46425834042,19960.511703261032,26054.23163478732,38212.932876541076,92619.80114026689,234757.47768008758,337085.3139964034,611494.5284970376,4,8
148,Austrija 1,Fudbal,"(2, 3]",91444.27124758005,19453.57286279519,32033.870586963043,66797.09350193471,135240.09652034717,227875.01279496815,353055.4072084745,460053.09911218955,2,3
1465,Japan Super Kup,Fudbal,"(3, 4]",91394.23683046676,91394.23683046676,91394.23683046676,91394.23683046676,91394.23683046676,91394.23683046676,91394.23683046676,91394.23683046676,3,4
431,ATP Ch. Torino,Tenis,"(16, 20]",91046.40729786157,36542.97357815981,72878.59605796098,109214.21853776216,145549.84101756333,163717.65225746392,172801.55787741422,181703.78538496554,16,20
1749,Letonija 1,Fudbal,"(0, 1]",90883.81889460246,21974.557916596263,34534.814436552515,70814.14700223765,121289.3187362933,177365.64508918926,274205.9422058797,422701.1979612196,0,1
344,Svedska 1,Fudbal,"(1, 2]",90594.91257811812,16728.686785999183,43092.32884560037,84249.58408051703,144205.67079797894,207754.4688967458,298862.5581051896,445197.81048487866,1,2
1840,Urugvaj 1 Clausura,Fudbal,"(0, 1]",90566.81177313837,26645.927736721897,55321.50429322694,89906.2400557368,134671.84027906976,177330.51591227966,259687.9292332236,499768.90625673794,0,1
981,Engleska U23 Div.2,Fudbal,"(0, 1]",90307.20092764348,28338.651048646017,53968.44710745525,90552.9411862056,140032.9840810061,200969.27071007487,234163.48096843233,425468.1092705305,0,1
1391,Meksiko 2 Clausura,Fudbal,"(0, 1]",90277.10508264547,42587.82355719349,65398.151143163144,88084.51321237131,136373.45816993644,157285.15624536207,202046.2993564593,340771.3181860663,0,1
3076,Ekvador 2,Fudbal,"(0, 1]",90190.14192817503,54167.3709585273,72272.97392570242,98337.74200042881,120833.92161633533,140782.19065268323,153657.97908993822,166276.2517584482,0,1
2273,ATP Acapulco-kval.,Tenis,"(0, 1]",90185.3261900178,10239.3198230249,39109.00285938177,87272.22931384595,100703.70322698205,274151.3785707919,300123.7336285326,308291.3224034727,0,1
5452,EP 2022,Rukomet,"(4, 8]",90013.81709162101,27223.15700301537,46593.15096941815,72045.71250732448,112704.02037537923,232803.8904513786,258661.26775769665,417381.880725614,4,8
980,Engleska U23 Div.1,Fudbal,"(0, 1]",89846.540987349,23316.714110656467,59428.51279531312,93439.73828328295,159267.8019510392,191195.68478370464,214341.75410498175,283050.04043830594,0,1
2061,Kolumbija 2 Clausura Play off,Fudbal,"(0, 1]",89382.5017017116,36374.88857172746,52231.75738695701,74621.0255970029,119199.8912388141,163321.657252652,185410.82560102688,399966.69470132224,0,1
94,ABA Liga,Košarka,"(8, 12]",89259.31519447514,13130.389750671118,32255.952748903685,58783.60728053352,149014.72799624462,244064.32197957236,345470.832075923,584453.3299804117,8,12
5403,Urugvaj 2 Play out,Fudbal,"(0, 1]",89254.07788586787,89254.07788586787,89254.07788586787,89254.07788586787,89254.07788586787,89254.07788586787,89254.07788586787,89254.07788586787,0,1
3078,Urugvaj 2,Fudbal,"(0, 1]",89172.47367926713,36676.57357081697,59285.35867142593,91602.80519767759,106321.7668827585,147311.1047468234,169051.9703426323,521513.1413369661,0,1
435,Austrija Kup,Fudbal,"(1, 2]",88978.31363941517,44947.23384191264,63286.74778729871,82908.29716327164,118811.81788556441,164132.24724599332,196969.64752113458,233451.20432592192,1,2
512,Kina Kup,Fudbal,"(0, 1]",88787.6101691033,36362.066128352046,65477.82656091934,97095.61707855291,126634.7998820564,149213.79289807,202330.4836508768,271084.4070050347,0,1
1839,Peru 1 Clausura,Fudbal,"(0, 1]",88380.05534256266,40618.59604919247,55472.70392642684,77650.28478859722,130489.19425328229,169521.44251901412,225914.2322553561,268325.1457263436,0,1
1453,ATP Buenos Aires,Tenis,"(3, 4]",88331.7618071376,8627.165529245362,21572.584147386777,46283.485773669985,110247.78571152683,177551.16628633975,346071.76998244005,722392.6000336139,3,4
176,Saudijska Arabija Kup,Fudbal,"(0, 1]",87347.21402107531,28782.052286265884,55561.69920628566,79018.7221322587,127298.85089185358,159205.1371208996,216495.52674434753,281575.1350704459,0,1
3229,Finska 1 Play off,Fudbal,"(0, 1]",87038.48259646901,18029.17883434017,46050.34201897105,85194.06601664117,129276.64681841477,214040.2005691132,240671.92577897233,262443.7593015202,0,1
2152,Kostarika 1 Clausura,Fudbal,"(0, 1]",86994.38475351967,37457.1818894717,54355.3347282897,85225.09766997032,140582.25103972087,175616.77701702245,210238.83882173256,267182.52521970955,0,1
5,Liga Sampiona,Fudbal,"(36, 48]",86823.39065726873,15372.6272919444,37197.45236272449,68838.47386147466,145798.96070328052,219820.09810790964,251561.7544401806,593620.9628976005,36,48
1182,ATP Stockholm,Tenis,"(2, 3]",86631.70320690786,33768.09890836645,49737.016373788065,80090.73383357175,124397.51976219295,214567.24917912149,225366.46815655014,247577.65520717183,2,3
1723,Estonija 1,Fudbal,"(0, 1]",86446.44746714339,43820.77716286017,56206.97563319797,82517.69374531007,123424.27566167236,160840.33562526066,180051.1893230731,198877.82594692946,0,1
157,Japan 1,Fudbal,"(0, 1]",86383.40553198436,30896.6667825705,42522.97950536385,64946.896682751925,134071.68378511968,164188.68549248323,240340.9433150869,512492.7695451169,0,1
633,Italija Primavera,Fudbal,"(0, 1]",86272.25289992063,28052.08451116065,54913.48523510047,86442.13165015832,130441.90701207932,177655.9355848917,222055.58020434735,325525.662870062,0,1
1404,WTA Australian Open,Tenis,"(1, 2]",86177.40783847414,20554.27771365703,40458.04230274856,71695.67302456406,118066.22797069681,182735.19094618392,293125.9401200045,670864.6024240977,1,2
206,Cile 1,Fudbal,"(1, 2]",85862.62497824577,26480.332479941266,41909.43415679313,74347.82645100137,125793.07784776996,179364.45384364697,236431.02093119774,610679.9428608168,1,2
4584,Kval. SP 2022 Evropa,Fudbal,"(24, 36]",85820.79953807547,12594.968619591282,31099.193077293832,64234.47578728375,120563.61042586058,176843.56523833342,262723.91795817204,1041595.6008869583,24,36
2116,Turska Kup,Odbojka,"(1, 2]",85685.8586270858,7600.622962220759,12109.307945082337,14257.09103968516,134770.03063807014,224617.78956320803,269541.66902577685,313567.07089909463,1,2
5335,WTA Finals Guadalajara,Tenis,"(1, 2]",85673.55297060237,38947.92928302343,68472.88188779695,92347.39727456972,105995.20538150248,133371.5246245996,167929.401292381,232338.90382962648,1,2
2860,Urugvaj Super Kup,Fudbal,"(0, 1]",85370.37330386008,85370.37330386008,85370.37330386008,85370.37330386008,85370.37330386008,85370.37330386008,85370.37330386008,85370.37330386008,0,1
4440,Australija 1,Košarka,"(0, 1]",85349.43456854434,28505.372271597567,53721.48558861165,84498.97659204413,124647.97851114204,159442.61322583162,187947.47295680013,397529.7153938041,0,1
444,Holandija Kup,Fudbal,"(1, 2]",85235.73123548999,12125.756934900784,21654.265300798557,61212.578053555604,127972.2060502944,244643.5988671173,374377.2907462091,394550.0348932751,1,2
2597,CONCACAF Liga,Fudbal,"(0, 1]",85225.11392843236,23368.751936572367,37645.843583055714,59791.116144446256,81871.43373315653,154456.924255861,285540.46980141534,433382.45937630074,0,1
1383,ATP Sydney,Tenis,"(2, 3]",85218.6704259792,20804.594894617203,57701.587979417905,74864.76419407093,103844.32055381579,173139.3286745478,205645.32302882895,426869.6150033869,2,3
2393,Poljska Kup,Rukomet,"(1, 2]",85090.74122913927,85090.74122913927,85090.74122913927,85090.74122913927,85090.74122913927,85090.74122913927,85090.74122913927,85090.74122913927,1,2
169,Belgija Kup,Fudbal,"(3, 4]",84877.06378645034,19109.423451358587,29420.22070630056,50963.83236874956,110032.07001294135,180778.06036751665,266985.0994918663,631920.0804858321,3,4
2150,NFL Play off,Američki fudbal,"(8, 12]",84799.04855718567,43459.041309791995,50113.4663567962,61039.98833292313,104594.12149631944,142624.53599833563,211839.27683980286,307035.629883137,8,12
1739,Slovenija 1,Fudbal,"(0, 1]",84782.45619385246,19739.418750125544,34902.21908016827,82104.99332359356,130951.25758359056,185906.03719019913,288339.9345973552,384500.51972564246,0,1
199,Francuska 3,Fudbal,"(0, 1]",84770.70867818565,39242.29156975744,53832.772390555954,86130.06934671229,120857.87700420419,157126.59704079072,200254.66559475186,593036.7914804344,0,1
6,Liga Evrope,Fudbal,"(20, 24]",84473.81700307969,17905.34817670982,31432.31333435367,53533.685265441934,107016.32872413787,170964.73077721574,320880.1427023047,921693.6226852338,20,24
2125,Bolivija 1 Play out,Fudbal,"(1, 2]",84410.82925352234,64496.32966606358,77772.66272436942,91048.99578267527,104325.3288409811,110963.49537013403,114282.57863471047,117535.28023399542,1,2
3040,Liga Nacija Play off,Fudbal,"(20, 24]",84386.2031390095,56954.52829710175,89442.98822929121,108450.10880116846,117642.01613140541,119784.1664861138,120855.24166346798,121904.89533727511,20,24
907,Australija Kup,Fudbal,"(1, 2]",84306.00427586668,27657.145634906323,53154.86799583348,86421.14026757024,140394.54271319794,182306.56269896496,191582.73564087105,207699.20119329914,1,2
2150,NFL Play off,NFL,"(8, 12]",84291.94980593359,43707.29316605945,50105.88188934045,60888.31249197908,100624.55217860902,141248.12673029018,211836.50477544486,307129.7168548,8,12
1764,Slovacka 1,Fudbal,"(0, 1]",84100.6718722406,8661.762808397747,32260.194482968873,61565.12796383748,155296.61004421627,236195.41835283386,274681.11316933227,493545.7458971303,0,1
2730,Kostarika 1 Apertura Play off,Fudbal,"(3, 4]",83967.62987610535,39250.872228647655,48457.472065028625,99181.923425526,139929.48540619557,146220.50333504475,146722.98538698096,147215.41779787844,3,4
953,Engleska Liga Kup,Fudbal,"(8, 12]",83940.02833367152,19248.66252443235,40817.98616380438,83154.31769850136,153616.40872974528,185641.50611560736,211899.9479031429,232296.9671267814,8,12
40,CONCACAF Liga Sampiona,Fudbal,"(0, 1]",83925.34928147818,30178.97979118416,45686.60060247162,54855.32217257993,88797.9740163781,206501.73174113844,252133.31983143522,296852.2761599264,0,1
205,Belgija 2,Fudbal,"(1, 2]",83758.38180554716,27819.091569676326,45900.64840776964,90078.97243830877,122117.49028440859,148984.05424948552,227020.08850054754,350643.133857835,1,2
2456,AFC Liga Sampiona Play off,Fudbal,"(0, 1]",83716.20752575097,14705.738344556241,26153.095551503815,50883.02438395728,182233.56807365292,222011.7738541895,228175.68768024363,234216.32322977672,0,1
1736,Indonezija 1,Fudbal,"(0, 1]",83688.84244183845,23444.494064750448,54399.52163476795,83368.4594945921,134041.92674440748,169829.41389734787,218587.26848303122,335940.617475396,0,1
18,Skotska 1,Fudbal,"(3, 4]",83539.08782930138,2034.0061206095888,6777.8772488626555,22778.68559936682,142387.26442540262,329190.38122325635,420611.98141913774,593541.490900617,3,4
3361,ATP Kup,Tenis,"(1, 2]",83477.7818451145,28236.639227020692,42059.20266823099,74031.28144370911,124036.2842628248,192834.2512335973,233303.5967668538,366257.95986106014,1,2
1109,ATP St. Petersburg,Tenis,"(2, 3]",83216.72512179369,27116.269027414863,41550.517831075704,56232.17715671424,96382.8442819774,118031.53348974486,202691.08581390273,694361.8209226782,2,3
1778,Singapur 1,Fudbal,"(1, 2]",83194.68125711945,47443.078618289364,70764.07382347478,87260.8501688185,127680.00626943121,146226.95800795633,154169.15371367385,161952.50550527702,1,2
1727,Peru 1 Apertura,Fudbal,"(0, 1]",82978.2164605236,27002.941532857156,55214.34800831604,82097.787654077,118115.56465976474,143163.1563592407,207828.43125028416,407118.65745055757,0,1
3213,Kval. SP 2022 Afrika,Fudbal,"(2, 3]",82931.67232846364,12100.227827906943,28227.766324576063,60615.35129438775,118302.34006088291,230310.96754854248,263551.44973610964,597226.0479354691,2,3
1386,Island Rejkjavik Kup,Fudbal,"(0, 1]",82919.46665088389,39396.96900087124,60607.637784751634,76906.93989103698,125780.85397980628,156994.79937983432,163669.11727907415,177374.02104663657,0,1
2200,Urugvaj 1 Apertura,Fudbal,"(0, 1]",82917.08011763,23644.27455943451,50745.53248511287,89224.16060399948,125278.16195166917,160185.89699740417,186832.79674069284,300634.5937855321,0,1
67,WTA Indian Wells,Tenis,"(1, 2]",82747.93453186641,12069.184065850452,25910.997900745704,42565.232125115086,98443.77505480741,157945.20883193635,220229.25922000495,1226241.241064077,1,2
200,Holandija 2,Fudbal,"(2, 3]",82713.58555923622,25634.83065792403,45612.31916809509,77220.51855420391,113599.61712371648,171114.55214903355,230035.97777562006,513031.9714844831,2,3
1898,WNBA Play off,Košarka,"(0, 1]",82696.34044976206,26748.60230257735,53797.86408982912,70994.53667825213,144340.37135897487,174546.07614808684,183498.39015823897,192271.6578881881,0,1
149,Ceska 1,Fudbal,"(2, 3]",82512.05778372842,6935.0101205793035,15537.188515700358,25190.090638483005,138210.22290812084,286021.32514413627,357756.8235841092,516554.9455690398,2,3
442,Grcka Kup,Fudbal,"(0, 1]",82426.83122611968,9610.34856089224,17461.524813185963,63303.22552100676,147515.76075992006,204015.86822810076,226799.54141032157,652640.1195381588,0,1
3302,Urugvaj 2 Play off,Fudbal,"(0, 1]",82379.75553933461,16112.972272100822,94337.22858419018,103004.26992237303,113791.05124008082,135726.00321802477,146693.47920699674,157441.6056761893,0,1
3426,Kval. SP 2023 Evropa,Košarka,"(1, 2]",82235.22644008357,17603.746104341008,37490.93783789918,66192.00838680654,115885.94967370438,213776.35942145035,279814.1689554873,502392.00415347103,1,2
3070,Kval. SP 2022 Azija,Fudbal,"(2, 3]",82173.7120257547,27838.13956571285,42879.190340634974,74226.47577149546,131753.37901429692,191477.35370981268,206346.2583469288,258992.41053243054,2,3
3192,Australija NPL Jug Play off,Fudbal,"(1, 2]",82147.16989757893,59743.95561813615,76147.09223008901,81631.09480064987,103247.15362413795,118088.19709911376,125508.71883660165,132780.83013933984,1,2
2185,Bolivija 1 Apertura,Fudbal,"(1, 2]",82053.82770343147,11298.028555896208,37314.95031973889,84627.60256375126,130761.66442986508,171561.2413071948,220316.9939247653,433425.2091086334,1,2
1325,FIFA SP Klubova,Fudbal,"(2, 3]",81964.86583169279,8839.447294907362,13074.617305261729,52110.84610540981,177017.65514846233,242966.88873920002,247789.47686441784,252515.61322713128,2,3
2019,Juzna Koreja,Košarka,"(0, 1]",81773.58879632757,16619.432505974266,36231.77167593282,77580.57489622985,133252.37053850538,170611.16959606964,236075.87336930286,604252.436389873,0,1
153,Holandija 1,Fudbal,"(8, 12]",81694.095315033,7370.557689531714,16975.250416902993,46154.46650637637,126990.36843132434,254166.13530017305,347564.97150799126,562804.3145517956,8,12
5451,ATP Adelaide 2,Tenis,"(2, 3]",81338.9377973429,27947.290058620754,59553.66133391573,75087.17555148399,118266.93119495106,165472.92313935253,188519.40217973222,263856.8229019198,2,3
5437,ATP Adelaide 1,Tenis,"(0, 1]",81222.78083794302,16325.882648590788,26679.428279950233,39608.029033965126,145114.44642674673,187936.30688125646,275887.4491071585,402106.2927164456,0,1
5492,ATP Dallas,Tenis,"(1, 2]",81201.67707162153,21050.829780618176,48691.954859522535,74700.11124629767,114825.87089809676,156017.24557646643,213539.49263901534,448412.77409458265,1,2
535,Italija Kup,Fudbal,"(12, 16]",81138.32463963587,19644.517688145315,46556.52260419376,62117.02761675441,150922.6859081386,162330.40754755045,181973.11293077568,393236.34689903894,12,16
1181,ATP Moscow,Tenis,"(2, 3]",81116.96561772439,18159.80073894027,54865.717611017884,78546.48402015837,143637.2828253239,180292.18167572847,195940.5904420794,202705.67605235174,2,3
377,Bugarska Kup,Fudbal,"(0, 1]",81041.18136694093,22308.927669469973,45754.49143114769,98799.86650444497,147802.21183360709,159379.66087271378,163308.83857463635,167159.43272252046,0,1
188,Finska Liga Kup,Fudbal,"(0, 1]",80794.95596102656,17421.218796656012,40437.76203169055,99123.67953297027,152027.02877698926,179760.98892960954,193007.82346221534,193796.33634859198,0,1
1972,Spanija 1,Košarka,"(1, 2]",80663.77628370389,20406.9183440336,34588.21727664163,60113.03210638674,113080.41967288975,163194.41041314552,214801.05631036218,1228349.5790464662,1,2
81,Nemacka 4 Bayern,Fudbal,"(0, 1]",80591.90500368096,7327.63533629644,22126.194867524835,53601.45187317313,139689.72075141198,238593.7304313839,293975.9886583008,702648.334318988,0,1
1465,Japan Super Kup,Fudbal,"(4, 8]",80568.26199493944,80568.26199493944,80568.26199493944,80568.26199493944,80568.26199493944,80568.26199493944,80568.26199493944,80568.26199493944,4,8
2666,NBA Predsezona,Košarka,"(0, 1]",80454.20489114801,42385.14000597498,66272.07333322329,78933.8931180192,114621.48865006292,142265.17689214242,161475.95542837185,264130.2160792883,0,1
438,Rumunija Kup,Fudbal,"(0, 1]",80441.99698715136,44492.22070586819,55354.58099998116,81609.12176006634,97575.32843437373,131763.25678916357,175022.31789220078,217416.19777317744,0,1
93,NBA,Košarka,"(4, 8]",80311.88108807526,25830.92274754554,45348.00834506244,67791.0628782218,111550.2034882246,168938.96028909637,242749.70792265015,670247.2721205838,4,8
1471,ATP Delray Beach,Tenis,"(2, 3]",80293.62740025288,21650.53352418353,48736.26775724972,59919.02031422069,106355.50059953399,178123.56970644198,232349.62826665546,416611.3143462207,2,3
2094,Cile 2 Play off,Fudbal,"(0, 1]",80093.88754101365,59423.775141282655,78418.60017898347,85800.82132885729,94222.1767950661,109480.73870237055,122662.31762797672,135580.2649750708,0,1
5389,Arapski Kup 2021,Fudbal,"(0, 1]",79858.53131508836,44456.613066048754,54528.68066114523,82717.7613277066,103265.01893028639,146259.06164646646,165620.79585815518,290260.514542032,0,1
1449,ATP Rotterdam,Tenis,"(4, 8]",79700.67222268303,30454.859042162272,59803.37916366629,85749.73337534869,122166.22935245118,144470.11116697683,161905.77270134934,218881.1405375019,4,8
266,Cile 2,Fudbal,"(0, 1]",79564.46613790155,34429.685559226724,49760.32350706125,75508.10402545985,117185.72525036425,170280.57408702487,211347.8798898313,256938.2549538218,0,1
2099,Indija I Liga,Fudbal,"(0, 1]",79549.75337345307,36189.318436682675,66431.72875660368,93506.75552735498,128128.26517781922,136155.30909574483,145047.24374764433,153761.33970650588,0,1
4252,Kina 1 Play off,Fudbal,"(1, 2]",79384.19892441203,33534.68310271856,46396.88033114465,63280.76784543561,97840.99593521224,132871.0179147718,176465.3895700781,509547.12356402405,1,2
1440,ATP Montpellier,Tenis,"(3, 4]",79270.72151198155,17238.734119239954,31653.11782687586,84642.74935416055,149044.92525046872,174652.72297220613,179400.50509944468,291578.49962721404,3,4
13,Engleska 5 Konferencija,Fudbal,"(0, 1]",79054.97650588692,23485.282030650156,40359.50183148064,69439.08335493386,120520.93065675977,159442.809703255,238369.58539171252,574772.4320396872,0,1
3022,Australija NPL Jug,Fudbal,"(0, 1]",79022.72835989743,44486.34093556269,57177.7623456223,63451.04928451502,87042.39468311708,145623.83209487124,179307.36810222172,212317.2333894254,0,1
790,Skotska Liga Kup,Fudbal,"(3, 4]",78944.96412705614,70321.5955225443,80218.10721215597,86381.77954382423,88812.61251754913,90028.02900441157,90635.7372478428,91231.2913264054,3,4
1470,ATP Rio de Janeiro,Tenis,"(16, 20]",78909.7124525796,2137.204322122127,8663.891876233713,22183.991311486174,192262.79980771075,222968.58203548158,258510.7369581713,371118.56493012037,16,20
2267,NBA All Star,Košarka,"(8, 12]",78820.02533290179,78820.02533290179,78820.02533290179,78820.02533290179,78820.02533290179,78820.02533290179,78820.02533290179,78820.02533290179,8,12
162,Rusija 1,Fudbal,"(1, 2]",78741.72757512551,10511.046834225051,25781.16598254406,50232.603805801475,123931.7932546622,228641.04191351507,265330.40934870834,801390.942521356,1,2
2080,Indija Super liga,Fudbal,"(2, 3]",78630.68961831018,21729.287573155423,42616.03094640521,69983.49408483434,120027.44107192024,177311.61881903405,224663.15006888332,426057.0421887585,2,3
237,Brazil Carioca,Fudbal,"(0, 1]",78463.3453956093,14398.870455577484,34766.90847389713,60853.131438945085,110155.16316579096,186863.19538138376,265162.5524926498,402782.63784402725,0,1
2087,Meksiko 1 Apertura Play off,Fudbal,"(1, 2]",78161.81390893534,46011.88454872981,60537.3707520781,88288.26657613287,103784.37940548564,124764.7292044323,137833.48684355072,171147.26132755732,1,2
5342,ATP Finals Torino Dublovi,Tenis,"(1, 2]",78101.51738660772,32297.16646333784,45196.91071247194,83876.5262236465,112505.70217135268,153835.5525970465,187303.88797991298,217665.09554518497,1,2
152,Grcka 1,Fudbal,"(1, 2]",78101.15042589376,5087.318737053499,15348.164205558838,43081.518845548846,144252.45889051238,240218.1946042823,326546.75293827004,471045.3836695752,1,2
1467,WTA Dubai,Tenis,"(0, 1]",78098.20725960846,35745.72932502165,61900.54005150929,75849.33608433075,106748.5598430761,143914.52349941092,161984.0325867553,256202.7538603423,0,1
2183,Italija Primavera Kup,Fudbal,"(0, 1]",78092.62188955962,52652.62235562534,62504.1385715785,80507.40177870645,111821.94408659794,125941.57186282569,134643.44791479505,135031.84796238653,0,1
961,Spanija Super Kup,Fudbal,"(24, 36]",77953.40894102413,37842.62435113883,40968.485642102954,65347.54252513054,110979.79500022162,133795.92123776712,145203.9843565399,156383.88621293724,24,36
379,Kipar Kup,Fudbal,"(0, 1]",77831.08518930535,18468.267059667094,41939.806068052305,61250.180786747136,98341.82936329357,205533.3217088759,243569.7623592114,270210.7363882119,0,1
1383,ATP Sydney,Tenis,"(3, 4]",77690.77208370129,23471.610412295973,52748.0222901333,72388.55729136753,87399.85444387243,154085.45185159513,199152.89225537644,379634.4954715842,3,4
4897,USA USL 1,Fudbal,"(0, 1]",77647.82510332097,20211.473700698018,44216.71679174751,72027.76320338811,109248.33110789428,187159.499576775,216602.27798375196,438420.29340179905,0,1
192,Srbija 1,Fudbal,"(16, 20]",77645.7890785164,3815.1964654433878,7754.458348269881,18205.437404169195,126004.46460166691,292040.5097586192,379442.58753777464,690797.0959477932,16,20
1453,ATP Buenos Aires,Tenis,"(4, 8]",77343.270388525,7974.080866763219,17698.424047194945,32357.003846629224,87427.81764259808,159771.19005197554,312184.7302571997,666917.3703522854,4,8
3152,Prijateljski mecevi U19,Fudbal,"(0, 1]",77212.47779509836,28220.12961281295,50617.82266167663,72391.17766388475,116355.27735185742,148893.63069567646,204123.03410318645,250205.08257992126,0,1
1198,ATP Vienna,Tenis,"(4, 8]",76995.13531040563,17735.65002423194,35238.725786252675,56736.14041890537,99086.61805773883,183594.52005301765,230838.9723669088,477567.79614722374,4,8
159,Norveska 1,Fudbal,"(3, 4]",76962.93237144765,10779.140210595066,21181.438550648378,44739.69794340877,137544.62936131292,190482.23395661465,301319.80075680325,484249.931055055,3,4
1185,ATP Antwerp,Tenis,"(2, 3]",76759.98448438833,12567.43412357563,28360.488077805683,78388.16246626634,121537.3301973845,190344.8966102001,240891.8260388038,288596.59815782926,2,3
227,Turska 2,Fudbal,"(0, 1]",76602.31800305037,13695.664327960701,32634.99695042121,60812.73346425052,119843.26997461356,202955.8960659459,270383.86212963256,443429.5633387882,0,1
1997,Australija 1,Fudbal,"(4, 8]",76571.13895032559,26906.150142137994,42277.14427557473,70559.42909841111,120425.98633314553,159125.25239995532,252888.51277098307,334568.0918489599,4,8
9,Engleska 1,Fudbal,"(24, 36]",76061.40719291559,10044.377767053935,24773.2823428814,56044.94417759547,142717.48284754722,192284.80849425658,269357.0795897442,448345.00844784314,24,36
5377,Davis Kup,Tenis,"(0, 1]",75772.1671035986,3797.627224537432,20485.313443663537,39790.086916512955,115184.11398853362,133524.16912467708,222832.59470103696,697181.7166450372,0,1
5451,ATP Adelaide 2,Tenis,"(3, 4]",75768.9142800934,27907.225586952423,59601.900532694155,66580.67373005796,118832.82874120436,147083.03512096487,156192.23167990465,259485.28371314355,3,4
384,Norveska 3/1,Fudbal,"(0, 1]",75676.86445284025,20734.265559606254,45310.98210045748,56560.28284813803,116779.79352604324,175890.76348101295,227601.8876411711,335865.9115563687,0,1
1928,Kuvajt 1,Fudbal,"(0, 1]",75672.75020197466,18481.719688465222,38525.100266361536,70126.365093887,119652.58808715499,169447.98663193095,195003.52102705985,315817.76388000965,0,1
351,Svedska 2,Fudbal,"(0, 1]",75594.96822830857,14319.874966232539,21507.479156165886,33847.87170118413,71825.69795156764,238755.62787213596,317787.0471436143,606916.273200082,0,1
185,Svajcarska 2,Fudbal,"(1, 2]",75385.19108030187,14708.716809448957,33554.587340870596,64436.47280247891,130242.37281006784,187054.94580038468,239886.46357143985,285985.11400585005,1,2
37,Turska 1,Fudbal,"(3, 4]",75376.29644953068,8208.882922385706,20018.593545390293,46125.151319874785,115185.10008127778,227830.20392455492,286277.92943127896,608666.2561965971,3,4
92,Evroliga,Košarka,"(12, 16]",75261.23565566944,23001.08396383487,40486.40048040565,66352.98658679157,110310.07074562716,173226.05605042886,223713.79288180298,322740.32138978544,12,16
1470,ATP Rio de Janeiro,Tenis,"(12, 16]",75136.47685575874,3221.1474552380746,7518.473932799965,26028.904007233326,181258.36450073143,229779.01293221285,304434.1585415457,394528.14161696786,12,16
1404,WTA Australian Open,Tenis,"(2, 3]",74883.88698645093,19013.844688784688,33006.94955757796,53638.79392208987,93903.10213123498,159438.41010121492,268705.2584459542,638743.6542137837,2,3
8,Nemacka 1,Fudbal,"(20, 24]",74752.05604831911,6610.750459155082,25247.988942350898,52637.38794995687,118644.7351202271,212035.28873213741,285668.78817115125,492662.1433703143,20,24
2078,Meksiko 2 Apertura Play off,Fudbal,"(0, 1]",74624.43214067016,45554.56119610787,52114.66617308031,77107.0586304918,111878.00758915006,122628.97535048774,129640.89232925216,154767.97442609436,0,1
1930,UAE 1,Fudbal,"(0, 1]",74590.9525803536,17154.947019807427,32133.80018952227,69917.32719665725,107137.06199687075,182262.11751742024,214468.03826752727,342563.8935204591,0,1
4610,Kval. EP 2023 U21,Fudbal,"(1, 2]",74437.52419329461,19875.685222439934,37177.58911434486,70003.30510298826,130159.52095746191,172856.07179756847,192754.14462131337,319282.8181433205,1,2
1351,Italija Super Kup,Fudbal,"(24, 36]",74411.99540149632,74411.99540149632,74411.99540149632,74411.99540149632,74411.99540149632,74411.99540149632,74411.99540149632,74411.99540149632,24,36
3361,ATP Kup,Tenis,"(2, 3]",74315.01305616845,19577.77867684482,39009.287404327624,64165.64147337304,110941.13859965443,177390.79392858458,227052.02242695872,349562.8963487282,2,3
1383,ATP Sydney,Tenis,"(4, 8]",74209.7158099586,22661.55161559165,51142.15796023432,67161.88772593884,79714.5325281064,152541.2670862843,197909.29184974162,337893.0773670542,4,8
966,Turska Super Kup,Fudbal,"(8, 12]",74172.88289179455,74172.88289179455,74172.88289179455,74172.88289179455,74172.88289179455,74172.88289179455,74172.88289179455,74172.88289179455,8,12
2066,ATP Next Gen Milan,Tenis,"(1, 2]",74150.59812877157,23694.17961598091,31553.641917525696,61687.28216089508,97135.34931298671,115161.35823749482,196515.96379722934,369969.69700508326,1,2
355,UAE Liga Kup,Fudbal,"(0, 1]",74027.05794831597,12202.383157785684,40952.21411786883,62173.28804554554,125847.77760489717,168706.72452372382,215730.85949172382,322017.5603514566,0,1
158,Nemacka 2,Fudbal,"(3, 4]",73981.42550938232,21854.677480742233,34957.24987386445,63304.674903543724,102837.51876129996,155238.81747270172,208374.0769809731,870385.8211773549,3,4
536,Spanija Kup,Fudbal,"(2, 3]",73789.23636131454,2456.398851088197,8358.589797707142,18910.302845407667,85347.34579181767,170271.58225374602,450200.7189770177,677286.9509391696,2,3
30,Poljska Kup,Fudbal,"(0, 1]",73742.1899005646,34229.5241309561,59243.533033779786,74444.28158132441,113970.59742832374,142572.8141098253,143071.16690806815,143359.56016942378,0,1
